Observacion,clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
1587,0,2,0,7,6,1,1,0,0,1,2,3,0,7,7,2,1,0,1,3,0,0
1588,1,2,2,7,7,1,0,1,10,0,2,3,3,7,7,2,1,4,0,3,4,1
1590,0,2,1,8,1,1,0,0,4,0,1,3,3,7,7,2,1,4,1,3,0,1
1591,0,2,1,7,1,1,0,0,1,0,1,3,3,7,7,2,1,4,1,2,2,1
1592,0,3,1,0,1,1,0,0,1,0,3,3,1,7,7,2,1,4,1,5,3,1
1593,0,2,2,7,6,1,1,0,1,1,2,3,0,7,7,2,1,0,1,3,0,0
1594,0,3,2,0,6,1,1,0,7,1,2,0,3,7,7,2,1,0,0,3,0,0
1597,0,3,2,0,6,1,1,0,3,1,2,0,0,7,7,2,1,0,1,3,0,0
1598,0,3,2,0,6,1,1,0,1,1,2,3,3,7,7,2,1,0,0,0,0,0
1599,0,2,2,3,6,1,1,0,1,1,2,0,0,7,7,2,1,0,0,3,0,0
1600,0,0,2,7,1,1,0,0,1,0,1,3,3,7,7,2,1,4,1,2,0,1
1601,0,2,2,3,6,1,1,0,7,1,2,3,3,7,7,2,1,0,0,3,0,0
1602,0,2,2,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,2,1
1604,0,3,2,7,6,1,1,0,7,1,2,0,0,7,7,2,1,0,0,3,0,0
1605,0,3,2,0,6,1,1,0,3,1,2,0,0,7,7,2,1,0,0,3,0,0
1607,0,3,0,3,6,1,1,0,3,1,2,0,3,7,7,2,1,0,1,3,0,0
1608,0,2,1,0,6,1,0,0,7,1,0,3,3,3,7,2,1,4,1,5,6,1
1609,0,2,0,0,6,1,0,0,1,1,0,3,3,3,3,2,1,4,0,5,6,1
1610,0,2,1,8,0,1,0,0,1,0,3,3,1,7,7,2,1,4,1,5,3,1
1614,0,3,2,7,6,1,1,0,1,1,2,3,0,7,7,2,1,0,1,0,0,0
1615,0,2,0,3,6,1,1,0,0,1,2,0,3,7,7,2,1,0,1,0,0,0
1616,0,3,2,7,6,1,1,0,1,1,2,0,0,7,7,2,1,0,0,3,0,0
1618,0,2,0,3,6,1,1,0,0,1,2,3,3,7,7,2,1,0,1,0,0,0
1619,0,2,2,0,6,1,1,0,0,1,2,3,0,7,7,2,1,0,1,0,0,0
1622,0,3,0,0,6,1,1,0,1,1,2,0,3,7,7,2,1,0,0,3,0,0
1623,1,3,1,0,7,1,0,1,10,0,2,3,3,7,7,2,1,4,0,3,0,1
1624,0,2,0,0,6,1,0,0,1,1,0,3,3,5,7,2,1,4,0,5,6,1
1628,0,3,0,3,6,1,1,0,0,1,2,3,3,7,7,2,1,0,0,3,0,0
1629,0,2,0,3,6,1,0,0,1,1,0,3,3,7,7,2,1,4,0,4,6,1
1630,0,2,0,7,6,1,1,0,7,1,2,0,0,7,7,2,1,0,0,0,0,0
1632,0,2,0,0,6,1,0,0,10,1,0,3,3,3,5,2,1,4,1,4,6,1
1633,0,2,2,3,6,1,1,0,3,1,2,3,0,7,7,2,1,0,1,0,0,0
1634,0,3,0,7,6,1,1,0,7,1,2,3,0,7,7,2,1,0,1,0,0,0
1635,0,2,0,3,6,1,0,0,8,1,0,3,3,5,5,2,1,4,0,5,6,1
1636,0,2,1,7,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,2,0,1
1637,0,2,1,7,1,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,2,1
1638,0,3,2,3,6,1,1,0,7,1,2,0,3,7,7,2,1,0,1,3,0,0
1639,0,3,2,7,6,1,1,0,0,1,2,3,3,7,7,2,1,0,0,0,0,0
1641,0,3,2,7,6,1,1,0,7,1,2,0,3,7,7,2,1,0,0,0,0,0
1642,0,2,0,0,6,1,1,0,3,1,2,3,0,7,7,2,1,0,1,0,0,0
1643,0,2,2,0,6,1,1,0,1,1,2,3,0,7,7,2,1,0,1,3,0,0
1644,0,0,1,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,1,2,2,1
1645,1,3,1,7,7,1,0,1,0,0,2,3,3,7,7,2,1,4,0,4,0,1
1646,0,2,2,0,6,1,1,0,0,1,2,3,0,7,7,2,1,0,0,0,0,0
1648,0,2,1,0,0,1,0,0,1,0,3,3,1,7,7,2,1,4,0,3,0,1
1651,1,2,2,0,7,1,0,1,1,0,2,3,3,7,7,2,1,4,0,4,4,1
1652,0,3,2,3,6,1,1,0,1,1,2,0,0,7,7,2,1,0,0,0,0,0
1653,0,2,0,7,6,1,1,0,7,1,2,0,3,7,7,2,1,0,1,3,0,0
1655,0,2,2,0,6,1,1,0,7,1,2,0,3,7,7,2,1,0,0,0,0,0
1656,0,2,0,0,6,1,0,0,8,1,0,3,3,3,5,2,1,4,0,4,6,1
1658,1,3,2,7,7,1,0,1,7,0,2,3,3,7,7,2,1,4,1,4,4,1
1659,0,2,0,7,6,1,1,0,3,1,2,3,0,7,7,2,1,0,0,0,0,0
1661,0,3,2,3,6,1,1,0,7,1,2,0,0,7,7,2,1,0,1,3,0,0
1662,0,2,0,7,6,1,1,0,1,1,2,0,0,7,7,2,1,0,0,0,0,0
1663,0,3,1,0,1,1,0,0,10,0,3,3,1,7,7,2,1,4,1,5,0,1
1664,1,3,2,7,7,1,0,1,10,0,2,3,3,7,7,2,1,4,1,3,0,1
1666,0,3,0,0,6,1,0,1,7,0,2,3,3,7,7,2,1,4,0,5,4,0
1667,1,3,1,0,7,1,0,1,10,0,2,3,3,7,7,2,1,4,1,3,4,1
1668,0,3,2,7,6,1,1,0,1,1,2,3,0,7,7,2,1,0,1,3,0,0
1669,0,2,0,3,6,1,1,0,0,1,2,0,0,7,7,2,1,0,1,3,0,0
1670,0,3,1,8,0,1,0,0,1,0,3,3,1,7,7,2,1,4,1,5,3,1
1673,0,3,0,0,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,3,0,0
1674,0,3,0,3,6,1,1,0,0,1,2,3,3,7,7,2,1,0,1,3,0,0
1675,0,2,0,0,6,1,1,0,1,1,2,3,3,7,7,2,1,0,0,3,0,0
1676,0,2,0,0,6,1,0,0,7,1,0,3,3,5,5,2,1,4,1,4,6,1
1677,0,2,2,3,6,1,1,0,0,1,2,0,0,7,7,2,1,0,0,3,0,0
1678,0,2,2,3,6,1,1,0,1,1,2,0,3,7,7,2,1,0,0,0,0,0
1680,0,3,0,3,6,1,1,0,3,1,2,3,3,7,7,2,1,0,1,3,0,0
1681,0,2,0,0,6,1,0,0,1,1,0,3,3,7,7,2,1,4,0,5,6,1
1683,1,2,2,7,7,1,0,1,1,0,2,3,3,7,7,2,1,4,1,3,4,1
1685,0,2,2,0,6,1,1,0,0,1,2,3,3,7,7,2,1,0,1,3,0,0
1688,0,2,2,3,6,1,1,0,0,1,2,0,0,7,7,2,1,0,0,0,0,0
1689,0,2,0,0,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,0,0,0
1691,0,2,1,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,3,0,1
1693,0,2,0,7,6,1,1,0,7,1,2,3,3,7,7,2,1,0,0,0,0,0
1694,0,2,0,7,6,1,1,0,1,1,2,0,3,7,7,2,1,0,0,0,0,0
1696,0,2,2,0,6,1,1,0,7,1,2,3,3,7,7,2,1,0,0,0,0,0
1697,0,2,0,3,6,1,0,1,1,0,2,3,3,7,7,2,1,4,1,4,4,0
1701,0,2,0,0,6,1,1,0,3,1,2,0,0,7,7,2,1,0,0,0,0,0
1703,0,2,2,3,6,1,1,0,0,1,2,3,0,7,7,2,1,0,1,3,0,0
1705,0,3,2,7,6,1,1,0,0,1,2,0,0,7,7,2,1,0,0,0,0,0
1707,0,3,0,0,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,3,0,0
1708,0,2,0,0,6,1,1,0,7,1,2,0,0,7,7,2,1,0,1,0,0,0
1710,0,2,0,7,6,1,1,0,7,1,2,3,0,7,7,2,1,0,1,3,0,0
1712,0,3,2,3,6,1,1,0,7,1,2,3,0,7,7,2,1,0,0,0,0,0
1713,0,3,1,0,6,1,0,0,10,1,0,3,3,7,3,2,1,4,1,4,6,1
1714,0,2,0,3,6,1,1,0,3,1,2,3,0,7,7,2,1,0,1,0,0,0
1716,0,2,1,0,6,1,0,0,7,1,0,3,3,5,7,2,1,4,1,4,6,1
1717,0,3,0,0,6,1,0,0,1,1,0,3,3,5,3,2,1,4,1,5,6,1
1718,0,3,1,6,6,1,0,0,7,1,0,3,3,5,5,2,1,4,0,4,6,1
1720,0,2,0,3,6,1,0,0,8,1,0,3,3,5,5,2,1,4,1,5,6,1
1722,0,2,0,3,6,1,1,0,7,1,2,0,3,7,7,2,1,0,1,3,0,0
1723,1,3,2,0,7,1,0,1,1,0,2,3,3,7,7,2,1,4,1,3,0,1
1724,0,3,0,0,6,1,0,0,1,1,0,3,3,3,7,2,1,4,0,4,6,1
1727,0,2,1,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,1,3,0,1
1728,1,2,0,3,4,1,0,0,3,0,0,2,2,0,1,2,1,2,3,5,0,0
1731,0,2,0,0,6,1,0,0,7,1,0,3,3,3,3,2,1,4,0,4,6,1
1733,0,2,0,0,6,1,1,0,3,1,2,3,0,7,7,2,1,0,0,3,0,0
1737,0,3,0,3,6,1,1,0,1,1,2,0,3,7,7,2,1,0,0,3,0,0
1739,0,3,0,7,6,1,1,0,1,1,2,3,3,7,7,2,1,0,0,3,0,0
1744,0,3,2,7,6,1,1,0,1,1,2,0,3,7,7,2,1,0,1,0,0,0
1745,0,2,0,3,6,1,0,0,8,1,0,3,3,5,7,2,1,4,0,4,6,1
1748,0,2,1,0,6,1,0,0,10,1,0,3,3,5,3,2,1,4,1,5,6,1
1750,0,2,1,0,6,1,0,0,7,1,0,3,3,5,7,2,1,4,0,5,6,1
1751,0,2,2,3,6,1,1,0,1,1,2,3,0,7,7,2,1,0,0,3,0,0
1752,0,2,0,3,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,0,0,0
1753,0,3,0,7,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,0,0,0
1754,0,2,1,3,6,1,0,0,7,1,0,3,3,7,5,2,1,4,0,4,6,1
1755,1,3,1,0,7,1,0,1,0,0,2,3,3,7,7,2,1,4,1,3,4,1
1756,0,2,1,6,6,1,0,0,7,1,0,3,3,5,3,2,1,4,0,4,6,1
1757,0,3,0,7,6,1,1,0,7,1,2,3,0,7,7,2,1,0,0,3,0,0
1758,0,3,2,3,6,1,1,0,3,1,2,0,3,7,7,2,1,0,1,0,0,0
1759,0,2,1,3,6,1,0,0,10,1,0,3,3,3,5,2,1,4,1,4,6,1
1760,0,3,0,3,6,1,0,0,7,1,0,3,3,5,7,2,1,4,0,4,6,1
1762,0,3,0,6,6,1,0,0,1,1,0,3,3,7,5,2,1,4,0,4,6,1
1763,0,2,2,7,6,1,1,0,3,1,2,0,3,7,7,2,1,0,1,0,0,0
1765,0,2,0,0,6,1,0,0,7,1,0,3,3,7,5,2,1,4,0,4,6,1
1768,0,2,0,8,0,1,1,1,10,1,0,3,3,7,7,2,1,4,1,4,6,1
1769,0,2,0,6,6,1,0,0,10,1,0,3,3,3,3,2,1,4,1,4,6,1
1770,0,2,2,7,6,1,1,0,3,1,2,0,0,7,7,2,1,0,0,3,0,0
1772,0,2,1,0,6,1,0,0,10,1,0,3,3,5,5,2,1,4,0,4,6,1
1773,0,2,0,7,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,0,0,0
1776,0,2,1,6,6,1,0,0,10,1,0,3,3,5,3,2,1,4,1,5,6,1
1777,0,2,1,0,6,1,0,0,8,1,0,3,3,5,7,2,1,4,1,4,6,1
1779,0,2,2,0,6,1,1,0,1,1,2,3,0,7,7,2,1,0,0,0,0,0
1780,0,2,2,7,6,1,1,0,1,1,2,3,3,7,7,2,1,0,0,3,0,0
1782,0,3,0,6,6,1,0,0,1,1,0,3,3,5,3,2,1,4,1,5,6,1
1783,0,3,0,7,6,1,1,0,1,1,2,3,0,7,7,2,1,0,0,0,0,0
1784,0,3,0,3,6,1,1,0,0,1,2,3,3,7,7,2,1,0,0,0,0,0
1785,0,2,1,6,6,1,0,0,10,1,0,3,3,3,3,2,1,4,1,4,6,1
1786,0,2,0,6,6,1,0,0,7,1,0,3,3,5,7,2,1,4,1,5,6,1
1787,0,2,1,3,6,1,0,0,8,1,0,3,3,7,7,2,1,4,1,4,6,1
1789,0,3,2,0,6,1,1,0,3,1,2,3,3,7,7,2,1,0,1,3,0,0
1790,0,2,2,7,6,1,1,0,1,1,2,3,3,7,7,2,1,0,0,0,0,0
1791,0,2,2,7,6,1,1,0,3,1,2,3,0,7,7,2,1,0,0,0,0,0
1792,0,2,0,7,6,1,1,0,0,1,2,3,3,7,7,2,1,0,1,0,0,0
1794,0,2,0,0,6,1,0,0,8,1,0,3,3,3,3,2,1,4,1,5,6,1
1796,0,3,0,7,1,1,1,1,7,1,0,3,3,7,7,2,1,4,1,4,6,1
1798,0,3,0,3,6,1,0,0,1,1,0,3,3,3,3,2,1,4,0,4,6,1
1799,0,2,0,0,6,1,0,0,10,1,0,3,3,7,3,2,1,4,1,4,6,1
1801,0,2,0,7,6,1,1,0,3,1,2,0,0,7,7,2,1,0,1,0,0,0
1802,0,2,2,0,6,1,1,0,3,1,2,3,3,7,7,2,1,0,1,0,0,0
1803,0,2,0,0,6,1,1,0,1,1,2,3,3,7,7,2,1,0,1,0,0,0
1804,0,2,2,3,6,1,1,0,3,1,2,3,3,7,7,2,1,0,1,0,0,0
1807,0,3,2,3,6,1,1,0,0,1,2,0,0,7,7,2,1,0,1,3,0,0
1808,0,3,2,0,6,1,1,0,1,1,2,0,0,7,7,2,1,0,0,0,0,0
1809,0,2,2,3,6,1,1,0,7,1,2,0,3,7,7,2,1,0,1,3,0,0
1810,0,3,0,3,6,1,0,0,1,1,0,3,3,5,7,2,1,4,0,5,6,1
1811,0,2,2,7,6,1,1,0,3,1,2,0,0,7,7,2,1,0,1,0,0,0
1812,0,3,0,0,6,1,1,0,0,1,2,3,0,7,7,2,1,0,1,0,0,0
1813,0,3,2,7,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,3,0,0
1815,0,3,0,0,6,1,1,0,0,1,2,3,3,7,7,2,1,0,1,0,0,0
1816,0,3,0,0,6,1,1,0,7,1,2,0,0,7,7,2,1,0,0,0,0,0
1817,0,2,0,0,6,1,0,0,10,1,0,3,3,7,5,2,1,4,1,4,6,1
1818,0,3,2,3,6,1,1,0,3,1,2,3,0,7,7,2,1,0,0,0,0,0
1819,0,3,2,7,6,1,1,0,1,1,2,0,0,7,7,2,1,0,1,3,0,0
1821,0,2,1,3,6,1,0,0,8,1,0,3,3,3,3,2,1,4,0,4,6,1
1822,0,2,1,6,6,1,0,0,1,1,0,3,3,3,5,2,1,4,0,4,6,1
1823,0,2,0,3,6,1,1,0,3,1,2,3,3,7,7,2,1,0,0,3,0,0
1824,0,3,0,3,6,1,1,0,7,1,2,0,3,7,7,2,1,0,1,0,0,0
1825,0,3,1,8,1,1,0,0,7,0,3,3,1,7,7,2,1,4,1,5,0,1
1826,1,3,1,7,7,1,0,1,10,0,2,3,3,7,7,2,1,4,0,4,4,1
1828,0,3,0,0,6,1,1,0,0,1,2,3,0,7,7,2,1,0,0,3,0,0
1830,0,2,0,6,6,1,0,0,8,1,0,3,3,3,7,2,1,4,0,5,6,1
1833,0,2,0,3,6,1,1,0,3,1,2,0,0,7,7,2,1,0,1,3,0,0
1834,0,2,1,6,6,1,0,0,10,1,0,3,3,3,7,2,1,4,1,4,6,1
1835,0,3,0,0,6,1,0,0,10,1,0,3,3,3,7,2,1,4,0,4,6,1
1836,0,2,0,0,6,1,1,0,7,1,2,3,0,7,7,2,1,0,0,3,0,0
1837,0,2,0,0,6,1,1,0,7,1,2,3,0,7,7,2,1,0,0,0,0,0
1838,0,3,2,7,6,1,1,0,3,1,2,3,0,7,7,2,1,0,0,3,0,0
1840,0,0,2,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,3,0,1
1841,0,2,0,0,6,1,0,0,10,1,0,3,3,3,7,2,1,4,1,4,6,1
1842,0,3,0,3,6,1,1,0,0,1,2,0,0,7,7,2,1,0,0,0,0,0
1843,0,2,0,0,6,1,1,0,0,1,2,0,3,7,7,2,1,0,1,3,0,0
1844,0,2,2,0,6,1,1,0,0,1,2,3,0,7,7,2,1,0,1,3,0,0
1845,0,3,2,7,1,1,1,1,1,1,0,3,3,7,7,2,1,4,6,4,6,1
1846,0,2,0,7,6,1,1,0,3,1,2,3,3,7,7,2,1,0,1,0,0,0
1847,0,2,2,7,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,0,0,0
1851,0,2,0,0,6,1,0,0,1,1,0,3,3,7,7,2,1,4,0,4,6,1
1852,0,3,0,7,6,1,1,0,0,1,2,3,3,7,7,2,1,0,0,3,0,0
1853,0,3,2,0,6,1,1,0,1,1,2,0,3,7,7,2,1,0,1,3,0,0
1855,0,2,1,3,6,1,0,0,10,1,0,3,3,3,3,2,1,4,1,5,6,1
1856,0,2,1,3,6,1,0,0,1,1,0,3,3,3,3,2,1,4,1,4,6,1
1857,0,2,0,3,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,0,0,0
1858,0,2,0,3,6,1,0,0,10,1,0,3,3,5,5,2,1,4,1,4,6,1
1859,0,2,1,6,6,1,0,0,8,1,0,3,3,5,5,2,1,4,1,4,6,1
1861,0,2,0,3,6,1,0,0,8,1,0,3,3,5,7,2,1,4,1,4,6,1
1862,0,2,0,0,6,1,0,0,7,1,0,3,3,5,3,2,1,4,0,4,6,1
1864,0,2,0,0,6,1,1,0,0,1,2,3,3,7,7,2,1,0,0,3,0,0
1865,0,2,1,0,6,1,0,0,10,1,0,3,3,5,5,2,1,4,1,4,6,1
1866,0,2,0,3,6,1,0,0,7,1,0,3,3,7,3,2,1,4,1,5,6,1
1868,0,2,0,3,6,1,1,0,3,1,2,3,0,7,7,2,1,0,0,3,0,0
1869,0,2,0,6,6,1,0,0,8,1,0,3,3,3,3,2,1,4,0,4,6,1
1870,0,3,0,0,6,1,1,0,0,1,2,0,3,7,7,2,1,0,1,3,0,0
1871,0,3,2,7,6,1,1,0,3,1,2,0,0,7,7,2,1,0,1,0,0,0
1872,0,3,2,0,6,1,1,0,7,1,2,3,3,7,7,2,1,0,0,3,0,0
1873,0,2,1,6,6,1,0,0,10,1,0,3,3,7,3,2,1,4,1,4,6,1
1875,0,3,0,0,6,1,0,0,1,1,0,3,3,5,5,2,1,4,1,4,6,1
1876,0,3,2,7,6,1,1,0,3,1,2,3,3,7,7,2,1,0,0,3,0,0
1877,0,2,0,0,6,1,1,0,0,1,2,0,0,7,7,2,1,0,0,0,0,0
1878,0,3,0,0,6,1,1,0,3,1,2,3,0,7,7,2,1,0,1,3,0,0
1879,1,2,2,0,7,1,0,1,10,0,2,3,3,7,7,2,1,4,0,4,4,1
1880,0,2,0,0,6,1,0,0,7,1,0,3,3,7,7,2,1,4,0,5,6,1
1882,0,2,0,0,6,1,0,0,1,1,0,3,3,5,3,2,1,4,1,4,6,1
1883,0,2,0,3,6,1,0,0,8,1,0,3,3,7,5,2,1,4,1,5,6,1
1884,0,3,0,0,6,1,1,0,7,1,2,0,0,7,7,2,1,0,1,0,0,0
1885,0,2,0,6,6,1,0,0,7,1,0,3,3,3,3,2,1,4,0,4,6,1
1886,0,3,0,7,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,3,0,0
1889,0,2,2,7,6,1,1,0,7,1,2,0,3,7,7,2,1,0,1,3,0,0
1890,0,2,1,3,6,1,0,0,8,1,0,3,3,5,3,2,1,4,1,4,6,1
1891,0,2,0,3,6,1,0,0,1,1,0,3,3,3,7,2,1,4,0,5,6,1
1892,0,2,2,3,6,1,1,0,1,1,2,0,3,7,7,2,1,0,1,0,0,0
1893,0,2,0,6,6,1,0,0,10,1,0,3,3,7,5,2,1,4,1,4,6,1
1895,0,2,0,3,6,1,0,0,7,1,0,3,3,5,5,2,1,4,1,4,6,1
1897,0,2,0,3,6,1,0,0,7,1,0,3,3,3,7,2,1,4,1,5,6,1
1898,0,2,0,0,6,1,1,0,3,1,2,3,0,7,7,2,1,0,0,0,0,0
1899,0,2,0,0,6,1,0,0,10,1,0,3,3,5,3,2,1,4,1,5,6,1
1900,0,3,2,0,6,1,1,0,7,1,2,0,3,7,7,2,1,0,1,3,0,0
1901,0,3,0,0,6,1,1,0,7,1,2,3,0,7,7,2,1,0,0,0,0,0
1904,0,2,0,0,6,1,0,0,10,1,0,3,3,3,3,2,1,4,1,4,6,1
1905,0,2,1,6,6,1,0,0,8,1,0,3,3,3,7,2,1,4,1,4,6,1
1906,0,3,2,0,6,1,1,0,0,1,2,0,0,7,7,2,1,0,0,0,0,0
1907,0,2,0,0,6,1,0,0,10,1,0,3,3,3,3,2,1,4,0,5,6,1
1908,1,3,1,7,7,1,0,1,10,0,2,3,3,7,7,2,1,4,1,4,4,1
1909,0,2,1,8,1,1,0,0,1,0,3,3,1,7,7,2,1,4,1,3,0,1
1910,0,3,0,7,6,1,1,0,3,1,2,0,3,7,7,2,1,0,1,3,0,0
1911,0,3,0,0,6,1,1,0,1,1,2,0,0,7,7,2,1,0,0,0,0,0
1913,0,2,0,0,6,1,1,0,1,1,2,3,0,7,7,2,1,0,0,3,0,0
1914,0,2,0,6,6,1,0,0,8,1,0,3,3,3,7,2,1,4,0,4,6,1
1915,0,3,0,0,6,1,1,0,0,1,2,3,3,7,7,2,1,0,0,0,0,0
1916,0,2,0,7,6,1,1,0,0,1,2,3,3,7,7,2,1,0,1,3,0,0
1917,0,3,2,3,6,1,1,0,7,1,2,0,3,7,7,2,1,0,1,0,0,0
1918,0,3,0,7,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,3,0,0
1919,0,3,2,8,0,1,1,1,1,1,0,3,3,7,7,2,1,4,1,4,6,1
1921,0,3,0,0,6,1,1,0,7,1,2,3,0,7,7,2,1,0,1,0,0,0
1922,0,2,0,0,6,1,0,0,8,1,0,3,3,7,7,2,1,4,1,5,6,1
1925,0,2,0,0,6,1,1,0,0,1,2,3,0,7,7,2,1,0,0,3,0,0
1926,0,2,0,3,6,1,0,0,8,1,0,3,3,7,7,2,1,4,1,5,6,1
1927,0,2,0,0,6,1,0,0,1,1,0,3,3,5,5,2,1,4,0,4,6,1
1928,0,2,0,3,6,1,1,0,7,1,2,0,3,7,7,2,1,0,0,0,0,0
1929,0,2,0,0,6,1,0,0,1,1,0,3,3,7,5,2,1,4,1,4,6,1
1931,0,0,1,7,1,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,2,1
1932,0,2,1,6,6,1,0,0,8,1,0,3,3,7,5,2,1,4,0,4,6,1
1933,0,3,2,0,6,1,1,0,3,1,2,3,0,7,7,2,1,0,1,3,0,0
1934,0,2,0,6,6,1,0,0,10,1,0,3,3,5,5,2,1,4,0,5,6,1
1935,0,3,1,0,6,1,0,0,7,1,0,3,3,3,3,2,1,4,0,5,6,1
1936,0,2,1,3,6,1,0,0,8,1,0,3,3,5,3,2,1,4,0,4,6,1
1937,0,2,2,3,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,0,0,0
1938,0,2,2,0,6,1,1,0,0,1,2,0,3,7,7,2,1,0,0,3,0,0
1939,0,2,0,3,6,1,1,0,7,1,2,0,0,7,7,2,1,0,1,0,0,0
1940,0,2,2,3,6,1,1,0,1,1,2,3,3,7,7,2,1,0,0,0,0,0
1941,0,2,1,6,6,1,0,0,10,1,0,3,3,7,5,2,1,4,0,5,6,1
1944,0,2,0,0,6,1,1,0,0,1,2,0,0,7,7,2,1,0,1,3,0,0
1946,0,2,0,7,6,1,1,0,1,1,2,3,3,7,7,2,1,0,0,3,0,0
1948,0,2,0,6,6,1,0,0,8,1,0,3,3,7,5,2,1,4,1,4,6,1
1949,0,2,0,0,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,3,0,0
1950,0,2,1,0,6,1,0,0,7,1,0,3,3,7,3,2,1,4,0,4,6,1
1951,0,3,0,3,6,1,0,0,1,1,0,3,3,7,5,2,1,4,1,5,6,1
1952,0,2,0,7,6,1,1,0,0,1,2,0,3,7,7,2,1,0,1,0,0,0
1953,0,2,1,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,2,1
1954,0,2,2,0,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,3,0,0
1955,0,3,2,7,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,0,0,0
1956,0,3,0,0,6,1,0,0,8,1,0,3,3,3,7,2,1,4,1,4,6,1
1957,0,3,0,7,6,1,1,0,0,1,2,0,0,7,7,2,1,0,0,3,0,0
1958,0,2,0,3,6,1,0,0,8,1,0,3,3,3,5,2,1,4,1,4,6,1
1959,0,2,0,0,6,1,0,0,7,1,0,3,3,7,3,2,1,4,1,5,6,1
1960,0,2,0,7,6,1,1,0,7,1,2,3,0,7,7,2,1,0,1,0,0,0
1963,1,3,1,0,7,1,0,1,1,0,2,3,3,7,7,2,1,4,1,4,0,1
1965,0,2,0,0,6,1,0,0,1,1,0,3,3,5,7,2,1,4,1,4,6,1
1966,0,2,0,7,6,1,1,0,1,1,2,3,0,7,7,2,1,0,1,3,0,0
1967,0,2,1,0,6,1,0,0,8,1,0,3,3,5,7,2,1,4,0,4,6,1
1968,0,2,1,6,6,1,0,0,7,1,0,3,3,5,5,2,1,4,1,4,6,1
1969,1,3,2,0,7,1,0,1,1,0,2,3,3,7,7,2,1,4,0,4,4,1
1970,0,3,2,3,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,0,0,0
1971,0,2,0,3,6,1,0,0,1,1,0,3,3,7,3,2,1,4,0,5,6,1
1973,0,2,0,3,6,1,0,0,1,1,0,3,3,7,3,2,1,4,0,4,6,1
1974,0,2,0,3,6,1,0,0,10,1,0,3,3,5,5,2,1,4,1,5,6,1
1975,0,2,0,0,6,1,0,0,8,1,0,3,3,5,3,2,1,4,0,5,6,1
1976,1,2,2,7,7,1,0,1,7,0,2,3,3,7,7,2,1,4,1,4,4,1
1979,0,3,1,0,6,1,0,0,10,1,0,3,3,7,7,2,1,4,1,5,6,1
1980,0,2,2,3,6,1,1,0,1,1,2,0,0,7,7,2,1,0,1,3,0,0
1981,0,2,1,6,6,1,0,0,8,1,0,3,3,7,5,2,1,4,1,5,6,1
1982,0,2,0,3,6,1,1,0,0,1,2,0,3,7,7,2,1,0,1,3,0,0
1984,0,2,0,0,6,1,0,0,1,1,0,3,3,3,3,2,1,4,1,4,6,1
1986,0,3,0,3,6,1,1,0,1,1,2,3,0,7,7,2,1,0,0,3,0,0
1987,0,3,0,3,6,1,1,0,1,1,2,3,3,7,7,2,1,0,0,3,0,0
1988,0,3,0,0,6,1,1,0,3,1,2,0,0,7,7,2,1,0,1,3,0,0
1991,1,3,1,0,7,1,0,1,7,0,2,3,3,7,7,2,1,4,0,3,4,1
1992,0,2,1,3,6,1,0,0,7,1,0,3,3,3,3,2,1,4,0,4,6,1
1993,0,2,2,7,6,1,1,0,0,1,2,3,0,7,7,2,1,0,1,0,0,0
1995,0,2,2,7,6,1,1,0,3,1,2,0,0,7,7,2,1,0,1,3,0,0
1996,0,3,0,0,6,1,1,0,0,1,2,0,0,7,7,2,1,0,0,3,0,0
1997,0,2,1,3,6,1,0,0,7,1,0,3,3,3,7,2,1,4,0,5,6,1
1998,0,3,0,3,6,1,0,0,1,1,0,3,3,7,7,2,1,4,1,4,6,1
